"","qry_gene_id","isMinorIntron","isMinorIR","isMinorAS","isIrFinder","GeneID","NExons","P.Value","FDR"
"tx.85520","SFMBT2_1",FALSE,FALSE,FALSE,FALSE,"SFMBT2_1",12,0.0400924068420854,0.353151557076113
"tx.58937","BTBD1_1",FALSE,FALSE,FALSE,FALSE,"BTBD1_1",2,0.0401132994594828,0.353151557076113
"tx.271519","C11orf71_1",FALSE,FALSE,FALSE,FALSE,"C11orf71_1",2,0.0401315978848811,0.353151557076113
"NM_004563.4","PCK2_2",FALSE,FALSE,FALSE,FALSE,"PCK2_2",3,0.0402190715475584,0.35363473516999
"tx.283136","TDRD3_1",FALSE,FALSE,FALSE,FALSE,"TDRD3_1",6,0.0402517777425391,0.35363596642899
"tx.8209","MIR3917_1",FALSE,FALSE,FALSE,FALSE,"MIR3917_1",5,0.0402900434495675,0.35368599985356
"tx.14206","PRKAA1_1",FALSE,FALSE,FALSE,FALSE,"PRKAA1_1",4,0.0403322211902641,0.353770266482292
"tx.250387","gene.38222",FALSE,FALSE,FALSE,FALSE,"gene.38222",2,0.040432363203743,0.354362414874452
"XR_007079994.1","LOC105376266_1",FALSE,FALSE,FALSE,FALSE,"LOC105376266_1",2,0.0405028975920396,0.354553696156667
"tx.39840","gene.18565",FALSE,FALSE,FALSE,FALSE,"gene.18565",2,0.0405707169162622,0.354553696156667
"NM_003937.3","KYNU_1",FALSE,FALSE,FALSE,FALSE,"KYNU_1",3,0.0405885032960674,0.354553696156667
"tx.194070","UBE2F_1",FALSE,FALSE,FALSE,FALSE,"UBE2F_1",2,0.0405987951732746,0.354553696156667
"tx.226872","gene.91767",FALSE,FALSE,FALSE,FALSE,"gene.91767",2,0.0406174415709451,0.354553696156667
"tx.267357","ELP4_1",FALSE,FALSE,FALSE,FALSE,"ELP4_1",5,0.0406863412445178,0.354869863111823
"tx.11399","PLEKHA3_1",FALSE,FALSE,FALSE,FALSE,"PLEKHA3_1",2,0.0407392400586525,0.354956562801612
"tx.210204","gene.90505",FALSE,FALSE,FALSE,FALSE,"gene.90505",2,0.0407750828449509,0.354956562801612
"XR_007088045.1","LOC124907964",FALSE,FALSE,FALSE,FALSE,"LOC124907964",4,0.0407943448177928,0.354956562801612
"XR_007073283.1","LOC124906212_1",FALSE,FALSE,FALSE,FALSE,"LOC124906212_1",2,0.0409135246587273,0.355708538245893
"tx.248524","OXR1_1",FALSE,FALSE,FALSE,FALSE,"OXR1_1",3,0.0410059125310319,0.35622656333958
"tx.89608","gene.55950",FALSE,FALSE,FALSE,FALSE,"gene.55950",2,0.0411067773260661,0.356817342113311
"tx.189444","WDSUB1_1",FALSE,FALSE,FALSE,FALSE,"WDSUB1_1",2,0.0411511338058305,0.356917062298333
"tx.686","SLC35F6_1",FALSE,FALSE,FALSE,FALSE,"SLC35F6_1",4,0.0412407711888217,0.357374522684214
"tx.1662","PAICS_1",FALSE,FALSE,FALSE,FALSE,"PAICS_1",3,0.0412696980795657,0.357374522684214
"tx.36176","EPS15_1",FALSE,FALSE,FALSE,FALSE,"EPS15_1",4,0.0414430137558445,0.358589391533638
"XR_007090382.1","LOC124908367",FALSE,FALSE,FALSE,FALSE,"LOC124908367",3,0.0415152656272829,0.358590665843645
"tx.5273","GABRB3_1",FALSE,FALSE,FALSE,FALSE,"GABRB3_1",5,0.0415983423771808,0.358590665843645
"tx.115916","PRMT9_1",FALSE,FALSE,FALSE,FALSE,"PRMT9_1",2,0.0416094003872685,0.358590665843645
"tx.25321","UBAP1L_1",FALSE,FALSE,FALSE,FALSE,"UBAP1L_1",3,0.0416100015474062,0.358590665843645
"tx.7675","WDR45_2",FALSE,FALSE,FALSE,FALSE,"WDR45_2",2,0.0416363029503057,0.358590665843645
"XR_007081346.1","LOC124900287_1",FALSE,FALSE,FALSE,FALSE,"LOC124900287_1",4,0.0416412956652396,0.358590665843645
"tx.287614","PPM1A_1",FALSE,FALSE,FALSE,FALSE,"PPM1A_1",4,0.0417290865496659,0.359014095962088
"tx.220936","SEC24A_1",FALSE,FALSE,FALSE,FALSE,"SEC24A_1",5,0.0417565892992097,0.359014095962088
"tx.179343","DISP1_1",FALSE,FALSE,FALSE,FALSE,"DISP1_1",3,0.0418121553691139,0.359207432874373
"tx.8577","gene.1696",FALSE,FALSE,FALSE,FALSE,"gene.1696",3,0.0418761693877667,0.359472982910481
"tx.51709","GLIS2_2",FALSE,FALSE,FALSE,FALSE,"GLIS2_2",3,0.0419639504489118,0.359761363632271
"tx.25535","UBE2Q2_1",FALSE,FALSE,FALSE,FALSE,"UBE2Q2_1",4,0.0419940394703586,0.359761363632271
"tx.98066","IP6K1_1",FALSE,FALSE,FALSE,FALSE,"IP6K1_1",4,0.0420612721002541,0.359761363632271
"NM_001363574.2","HPGD_1",FALSE,FALSE,FALSE,FALSE,"HPGD_1",4,0.0421243352872155,0.359761363632271
"NM_003204.3","NFE2L1_1",FALSE,FALSE,FALSE,FALSE,"NFE2L1_1",3,0.0421649466325374,0.359761363632271
"tx.7285","PARD6B_1",FALSE,FALSE,FALSE,FALSE,"PARD6B_1",3,0.0421653677400305,0.359761363632271
"tx.67295","NR6A1_1",FALSE,FALSE,FALSE,FALSE,"NR6A1_1",7,0.0421724735118689,0.359761363632271
"tx.182905","gene.2589",FALSE,FALSE,FALSE,FALSE,"gene.2589",4,0.0422791434240214,0.359761363632271
"tx.265814","SLC22A18_2",FALSE,FALSE,FALSE,FALSE,"SLC22A18_2",2,0.0422878553607087,0.359761363632271
"tx.50142","TMEM260_1",FALSE,FALSE,FALSE,FALSE,"TMEM260_1",8,0.0422994298824965,0.359761363632271
"tx.327294","AP1S2_1",FALSE,FALSE,FALSE,FALSE,"AP1S2_1",6,0.042344158100361,0.359761363632271
"tx.226894","CNPY3-GNMT_1",FALSE,FALSE,FALSE,FALSE,"CNPY3-GNMT_1",2,0.0423673196630554,0.359761363632271
"tx.23909","TGDS_1",FALSE,FALSE,FALSE,FALSE,"TGDS_1",2,0.0423706510603638,0.359761363632271
"tx.80639","gene.3762",FALSE,FALSE,FALSE,FALSE,"gene.3762",5,0.0425544974837903,0.359761363632271
"tx.83422","gene.50963",FALSE,FALSE,FALSE,FALSE,"gene.50963",2,0.0426179372297288,0.359761363632271
"tx.213380","gene.19349",FALSE,FALSE,FALSE,FALSE,"gene.19349",2,0.0426830593242685,0.359761363632271
"tx.94693","MIR4485_1",FALSE,FALSE,FALSE,FALSE,"MIR4485_1",2,0.042701508973207,0.359761363632271
"tx.6898","SMG9_1",FALSE,FALSE,FALSE,FALSE,"SMG9_1",2,0.0427021779080644,0.359761363632271
"tx.6854","PLD3_1",FALSE,FALSE,FALSE,FALSE,"PLD3_1",5,0.0427163859758467,0.359761363632271
"tx.216486","PDE4D_1",FALSE,FALSE,FALSE,FALSE,"PDE4D_1",12,0.0427629304862514,0.359761363632271
"tx.210347","gene.19189",FALSE,FALSE,FALSE,FALSE,"gene.19189",2,0.0428204291238661,0.359761363632271
"tx.98176","gene.3669",FALSE,FALSE,FALSE,FALSE,"gene.3669",3,0.0428295668540379,0.359761363632271
"tx.41729","gene.20189",FALSE,FALSE,FALSE,FALSE,"gene.20189",2,0.0429074970070192,0.359761363632271
"tx.43734","SLC25A40_1",FALSE,FALSE,FALSE,FALSE,"SLC25A40_1",3,0.0429308933657923,0.359761363632271
"tx.307437","LLGL2_1",FALSE,FALSE,FALSE,FALSE,"LLGL2_1",7,0.0429877140187778,0.359761363632271
"tx.7133","AP5S1_1",FALSE,FALSE,FALSE,FALSE,"AP5S1_1",3,0.0429938108238795,0.359761363632271
"NM_016008.4","DYNC2LI1_1",FALSE,FALSE,FALSE,FALSE,"DYNC2LI1_1",3,0.0430065585582308,0.359761363632271
"tx.204132","B3GNT5_1",FALSE,FALSE,FALSE,FALSE,"B3GNT5_1",2,0.0430072222565841,0.359761363632271
"XR_007085039.1","LOC105370672_1",FALSE,FALSE,FALSE,FALSE,"LOC105370672_1",4,0.04303496452875,0.359761363632271
"tx.279962","gene.54666",FALSE,FALSE,FALSE,FALSE,"gene.54666",2,0.0430427727257481,0.359761363632271
"tx.93316","gene.13688",FALSE,FALSE,FALSE,FALSE,"gene.13688",2,0.0430676616187162,0.359761363632271
"tx.90007","SMG1P5_1",FALSE,FALSE,FALSE,FALSE,"SMG1P5_1",4,0.0430913738593718,0.359761363632271
"tx.97738","UBE2F-SCLY_1",FALSE,FALSE,FALSE,FALSE,"UBE2F-SCLY_1",5,0.0430936908149828,0.359761363632271
"tx.313388","gene.12865",FALSE,FALSE,FALSE,FALSE,"gene.12865",3,0.0431002287830633,0.359761363632271
"tx.140086","PTPN21_1",FALSE,FALSE,FALSE,FALSE,"PTPN21_1",2,0.0431017083022041,0.359761363632271
"tx.72965","CAVIN1_1",FALSE,FALSE,FALSE,FALSE,"CAVIN1_1",4,0.0431024527199176,0.359761363632271
"tx.6366","LINC00674_1",FALSE,FALSE,FALSE,FALSE,"LINC00674_1",5,0.0431675194263735,0.360027721544539
"tx.157380","PWWP2B_1",FALSE,FALSE,FALSE,FALSE,"PWWP2B_1",3,0.0434324559436051,0.36195935463669
"tx.33327","IL1R1_1",FALSE,FALSE,FALSE,FALSE,"IL1R1_1",6,0.0435992875962955,0.362506116095378
"tx.232193","gene.21121",FALSE,FALSE,FALSE,FALSE,"gene.21121",3,0.0436286478862742,0.362506116095378
"NM_024327.2","ZNF576_1",FALSE,FALSE,FALSE,FALSE,"ZNF576_1",2,0.0437024933148348,0.362506116095378
"tx.252588","ZCCHC7_1",FALSE,FALSE,FALSE,FALSE,"ZCCHC7_1",4,0.0437044741768762,0.362506116095378
"XR_007080807.1","ITGB1-DT_1",FALSE,FALSE,FALSE,FALSE,"ITGB1-DT_1",6,0.0437113639117791,0.362506116095378
"tx.95505","SFN_1",FALSE,FALSE,FALSE,FALSE,"SFN_1",2,0.043716274767496,0.362506116095378
"tx.3040","GSR_1",FALSE,FALSE,FALSE,FALSE,"GSR_1",5,0.0437397947268464,0.362506116095378
"tx.4669","NFYB_1",FALSE,FALSE,FALSE,FALSE,"NFYB_1",2,0.0437651273783074,0.362506116095378
"NM_001381865.2","RCC1_1",FALSE,FALSE,FALSE,FALSE,"RCC1_1",3,0.0438459631794678,0.362898867504452
"NR_135815.1","CCDC186_1",FALSE,FALSE,FALSE,FALSE,"CCDC186_1",3,0.0439393078565209,0.363142654773722
"tx.45609","RASEF_1",FALSE,FALSE,FALSE,FALSE,"RASEF_1",3,0.04394230116702,0.363142654773722
"tx.57951","MTMR1_1",FALSE,FALSE,FALSE,FALSE,"MTMR1_1",3,0.044004709175684,0.363381853185363
"tx.55066","SSBP4_1",FALSE,FALSE,FALSE,FALSE,"SSBP4_1",3,0.0441214980529938,0.364069412885607
"tx.23127","GNPTAB_1",FALSE,FALSE,FALSE,FALSE,"GNPTAB_1",3,0.0442486980933883,0.364841771143587
"tx.319685","CTNNBL1_1",TRUE,FALSE,FALSE,FALSE,"CTNNBL1_1",2,0.044485444462626,0.366300904040646
"tx.57181","CBX6_1",FALSE,FALSE,FALSE,FALSE,"CBX6_1",4,0.0445143027539702,0.366300904040646
"tx.21616","PPP1R14B_1",FALSE,FALSE,FALSE,FALSE,"PPP1R14B_1",2,0.0445331723213017,0.366300904040646
"NM_001260506.2","RPS3_1",FALSE,FALSE,FALSE,FALSE,"RPS3_1",3,0.0446220228239241,0.366300904040646
"tx.217142","SMN2_3",FALSE,FALSE,FALSE,FALSE,"SMN2_3",4,0.0446364016819052,0.366300904040646
"tx.98246","CFAP44_1",TRUE,FALSE,FALSE,FALSE,"CFAP44_1",11,0.0446417787135349,0.366300904040646
"NM_015299.3","KHNYN_1",FALSE,FALSE,FALSE,FALSE,"KHNYN_1",2,0.0447199277922519,0.366300904040646
"NR_135677.2","COX11_1",FALSE,FALSE,FALSE,FALSE,"COX11_1",4,0.0447270260411778,0.366300904040646
"tx.99587","gene.36128",FALSE,FALSE,FALSE,FALSE,"gene.36128",2,0.0447292567232615,0.366300904040646
"tx.318762","RIN2_1",FALSE,FALSE,FALSE,FALSE,"RIN2_1",6,0.0449054707197759,0.367349128953364
"tx.75215","PPP4R1L_1",FALSE,FALSE,FALSE,FALSE,"PPP4R1L_1",5,0.0449287892320478,0.367349128953364
"NM_181746.4","CERS2_1",FALSE,FALSE,FALSE,FALSE,"CERS2_1",2,0.0449587431972576,0.367349128953364
"tx.312068","SPPL2B_1",FALSE,FALSE,FALSE,FALSE,"SPPL2B_1",5,0.0450088006324577,0.36748162862245
"tx.179528","ENAH_1",FALSE,FALSE,FALSE,FALSE,"ENAH_1",4,0.0450575423825715,0.367541309187993
"tx.118397","TMUB1_1",FALSE,FALSE,FALSE,FALSE,"TMUB1_1",2,0.0450838036502815,0.367541309187993
"tx.271935","UBASH3B_1",FALSE,FALSE,FALSE,FALSE,"UBASH3B_1",3,0.0451751408894036,0.368009643599426
"tx.255482","gene.23241",FALSE,FALSE,FALSE,FALSE,"gene.23241",2,0.0452512638174887,0.368353428631267
"tx.146228","AMIGO2_1",FALSE,FALSE,FALSE,FALSE,"AMIGO2_1",4,0.045307666050282,0.368417356949228
"NM_012133.6","COPG2_1",FALSE,FALSE,FALSE,FALSE,"COPG2_1",2,0.0453269719941217,0.368417356949228
"tx.2614","KLHL7_1",FALSE,FALSE,FALSE,FALSE,"KLHL7_1",4,0.045361023525283,0.368418365341098
"tx.35359","TFE3_2",FALSE,FALSE,FALSE,FALSE,"TFE3_2",3,0.0454183044148961,0.36860789808771
"NM_017830.4","OCIAD1_1",FALSE,FALSE,FALSE,FALSE,"OCIAD1_1",4,0.045473996744437,0.368663721197191
"tx.79537","LINC02969_2",FALSE,FALSE,FALSE,FALSE,"LINC02969_2",4,0.0454930828256962,0.368663721197191
"tx.33810","FRK_1",FALSE,FALSE,FALSE,FALSE,"FRK_1",4,0.0456320743431739,0.369485768823447
"NM_080649.3","APEX1_2",FALSE,FALSE,FALSE,FALSE,"APEX1_2",3,0.0456625749849034,0.369485768823447
"tx.309179","TTC39C_1",FALSE,FALSE,FALSE,FALSE,"TTC39C_1",6,0.0458135132565009,0.370355929959814
"NM_017785.5","SPDL1_1",FALSE,FALSE,FALSE,FALSE,"SPDL1_1",2,0.0458383248794539,0.370355929959814
"NM_020216.4","RNPEP_1",FALSE,FALSE,FALSE,FALSE,"RNPEP_1",2,0.0461531156504655,0.372074203358396
"tx.136331","SEMA4D_1",FALSE,FALSE,FALSE,FALSE,"SEMA4D_1",2,0.0461762517423721,0.372074203358396
"tx.200324","USF3_1",FALSE,FALSE,FALSE,FALSE,"USF3_1",3,0.0461987091121385,0.372074203358396
"NM_015229.4","CLUH_1",FALSE,FALSE,FALSE,FALSE,"CLUH_1",2,0.0462256114133428,0.372074203358396
"tx.93541","GTPBP1_1",FALSE,FALSE,FALSE,FALSE,"GTPBP1_1",3,0.0462889331395799,0.372074203358396
"tx.201322","EEFSEC_2",FALSE,FALSE,FALSE,FALSE,"EEFSEC_2",5,0.0463135986365784,0.372074203358396
"tx.271195","CUL5_1",FALSE,FALSE,FALSE,FALSE,"CUL5_1",5,0.0463157496143547,0.372074203358396
"tx.88138","gene.9859",FALSE,FALSE,FALSE,FALSE,"gene.9859",3,0.046369991438126,0.372074203358396
"NM_004568.6","SERPINB6_1",FALSE,FALSE,FALSE,FALSE,"SERPINB6_1",4,0.0463918745900285,0.372074203358396
"NM_001256461.2","SLC12A2_1",FALSE,FALSE,FALSE,FALSE,"SLC12A2_1",2,0.0464237020452652,0.372074203358396
"NM_032467.4","ASPH_1",FALSE,FALSE,FALSE,FALSE,"ASPH_1",9,0.046446048899635,0.372074203358396
"tx.92635","ZNF543_1",FALSE,FALSE,FALSE,FALSE,"ZNF543_1",3,0.046493896405302,0.372074203358396
"tx.73471","CYTH1_1",FALSE,FALSE,FALSE,FALSE,"CYTH1_1",4,0.0464964263705077,0.372074203358396
"NM_014750.5","DLGAP5_1",FALSE,FALSE,FALSE,FALSE,"DLGAP5_1",2,0.0465503301378386,0.372230959191762
"tx.6401","JMJD6_1",FALSE,FALSE,FALSE,FALSE,"JMJD6_1",4,0.0465969459359563,0.372230959191762
"tx.79419","ADD2_1",FALSE,FALSE,FALSE,FALSE,"ADD2_1",2,0.0466188511373788,0.372230959191762
"tx.25139","DMXL2_1",FALSE,FALSE,FALSE,FALSE,"DMXL2_1",4,0.0467041775822422,0.372638254493438
"tx.54343","MTCL1_1",FALSE,FALSE,FALSE,FALSE,"MTCL1_1",5,0.0468759071680794,0.373394399442117
"tx.306708","PRKCA_1",FALSE,FALSE,FALSE,FALSE,"PRKCA_1",6,0.046903240208373,0.373394399442117
"NM_001042728.3","RARG_1",FALSE,FALSE,FALSE,FALSE,"RARG_1",2,0.0469162874145642,0.373394399442117
"tx.150206","SNORA6_1",FALSE,FALSE,FALSE,FALSE,"SNORA6_1",3,0.0469728097860081,0.373394399442117
"tx.94914","GOLGA2P7_2",FALSE,FALSE,FALSE,FALSE,"GOLGA2P7_2",4,0.0469829634849688,0.373394399442117
"tx.267421","gene.8694",FALSE,FALSE,FALSE,FALSE,"gene.8694",2,0.0470052623664586,0.373394399442117
"tx.291117","NIPA1_2",FALSE,FALSE,FALSE,FALSE,"NIPA1_2",5,0.0471120381109035,0.373397117862976
"tx.2824","DMTF1_1",FALSE,FALSE,FALSE,FALSE,"DMTF1_1",4,0.0471123173562586,0.373397117862976
"NM_021163.4","RBAK_1",FALSE,FALSE,FALSE,FALSE,"RBAK_1",2,0.0471566650264671,0.373397117862976
"tx.203734","gene.4020",FALSE,FALSE,FALSE,FALSE,"gene.4020",3,0.047172185499348,0.373397117862976
"tx.3046","PLPBP_1",FALSE,FALSE,FALSE,FALSE,"PLPBP_1",3,0.0471775343685425,0.373397117862976
"tx.320639","gene.100607",FALSE,FALSE,FALSE,FALSE,"gene.100607",2,0.0472360352434666,0.373560094616249
"tx.86762","CHKA_1",FALSE,FALSE,FALSE,FALSE,"CHKA_1",10,0.0472708501228142,0.373560094616249
"tx.5014","SDR39U1_1",FALSE,FALSE,FALSE,FALSE,"SDR39U1_1",4,0.047301328860608,0.373560094616249
"tx.290012","VRK1_1",FALSE,FALSE,FALSE,FALSE,"VRK1_1",2,0.0476492837171602,0.3755744535014
"XR_007087970.1","LOC124907954",FALSE,FALSE,FALSE,FALSE,"LOC124907954",3,0.0476778042199842,0.3755744535014
"tx.57194","TAB1_1",FALSE,FALSE,FALSE,FALSE,"TAB1_1",4,0.0476814831778972,0.3755744535014
"tx.9702","gene.2272",FALSE,FALSE,FALSE,FALSE,"gene.2272",2,0.0476947390531753,0.3755744535014
"tx.3092","SNORD54_1",FALSE,FALSE,FALSE,FALSE,"SNORD54_1",2,0.0477409809249722,0.375574926683066
"NM_170707.4","LMNA_1",FALSE,FALSE,FALSE,FALSE,"LMNA_1",3,0.047795307655513,0.375574926683066
"NM_018195.4","NKAPD1_1",FALSE,FALSE,FALSE,FALSE,"NKAPD1_1",2,0.0478188893049921,0.375574926683066
"tx.75762","SREBF2_1",FALSE,FALSE,FALSE,FALSE,"SREBF2_1",4,0.0478331451885699,0.375574926683066
"NM_001384446.1","GALNT1_1",FALSE,FALSE,FALSE,FALSE,"GALNT1_1",4,0.0478695974316198,0.37558956539737
"tx.91258","gene.43410",FALSE,FALSE,FALSE,FALSE,"gene.43410",3,0.0479350475805095,0.375598569304946
"tx.6021","TRIM16_1",FALSE,FALSE,FALSE,FALSE,"TRIM16_1",4,0.0479909346878131,0.375598569304946
"tx.204604","gene.18798",FALSE,FALSE,FALSE,FALSE,"gene.18798",5,0.0480401666639398,0.375598569304946
"tx.48801","NEMP1_1",FALSE,FALSE,FALSE,FALSE,"NEMP1_1",5,0.0480418400854629,0.375598569304946
"NM_058246.4","DNAJB6_1",FALSE,FALSE,FALSE,FALSE,"DNAJB6_1",2,0.0481002398876298,0.375598569304946
"tx.82438","MAPK9_1",TRUE,TRUE,FALSE,FALSE,"MAPK9_1",2,0.0481035427958942,0.375598569304946
"tx.2156","GFPT2_1",FALSE,FALSE,FALSE,FALSE,"GFPT2_1",2,0.0481128658166663,0.375598569304946
"tx.38155","ANKRD36C_1",FALSE,FALSE,FALSE,FALSE,"ANKRD36C_1",4,0.0481850502728942,0.375606898932751
"tx.327407","NHS_1",FALSE,FALSE,FALSE,FALSE,"NHS_1",3,0.0481944031923192,0.375606898932751
"tx.291970","AVEN_1",FALSE,FALSE,FALSE,FALSE,"AVEN_1",4,0.0482177011798742,0.375606898932751
"tx.682","RAB10_1",FALSE,FALSE,FALSE,FALSE,"RAB10_1",2,0.0482632557888131,0.375692254201234
"tx.276207","LEMD3_1",FALSE,FALSE,FALSE,FALSE,"LEMD3_1",2,0.0483098705368503,0.375704127909194
"tx.303312","LOC124903938_1",FALSE,FALSE,FALSE,FALSE,"LOC124903938_1",3,0.0483883914251885,0.375704127909194
"tx.77876","ZMYM6_1",FALSE,FALSE,FALSE,FALSE,"ZMYM6_1",2,0.0484086478926253,0.375704127909194
"NR_103804.2","PDLIM7_1",FALSE,FALSE,FALSE,FALSE,"PDLIM7_1",3,0.0484334357656384,0.375704127909194
"tx.283547","LMO7_1",FALSE,FALSE,FALSE,FALSE,"LMO7_1",6,0.0484510424110163,0.375704127909194
"tx.53631","KANSL1_3",FALSE,FALSE,FALSE,FALSE,"KANSL1_3",5,0.0484809990659558,0.375704127909194
"tx.73664","RNF138_1",FALSE,FALSE,FALSE,FALSE,"RNF138_1",3,0.0485277124660922,0.375704127909194
"NM_001099693.2","RPL31_1",FALSE,FALSE,FALSE,FALSE,"RPL31_1",3,0.0485415684185099,0.375704127909194
"tx.253323","CNTNAP3P2_1",FALSE,FALSE,FALSE,FALSE,"CNTNAP3P2_1",2,0.0485920588996564,0.375827042443995
"NM_014912.5","CPEB3_1",FALSE,FALSE,FALSE,FALSE,"CPEB3_1",2,0.0487575613067629,0.376838689131771
"XR_007079338.1","LOC101927413_1",FALSE,FALSE,FALSE,FALSE,"LOC101927413_1",3,0.048887309174873,0.37691134555482
"NM_144732.5","HNRNPUL1_1",FALSE,FALSE,FALSE,FALSE,"HNRNPUL1_1",4,0.0489115469866774,0.37691134555482
"NM_145866.2","FZD3_1",FALSE,FALSE,FALSE,FALSE,"FZD3_1",2,0.0489533982824394,0.37691134555482
"tx.97525","gene.61761",FALSE,FALSE,FALSE,FALSE,"gene.61761",2,0.0490201792874698,0.37691134555482
"NM_032985.6","SEC23B_1",FALSE,FALSE,FALSE,FALSE,"SEC23B_1",2,0.0490305305704139,0.37691134555482
"NM_025251.3","ARHGAP39_1",FALSE,FALSE,FALSE,FALSE,"ARHGAP39_1",2,0.0490819641924128,0.37691134555482
"tx.77305","NPC1_1",FALSE,FALSE,FALSE,FALSE,"NPC1_1",3,0.049126930841033,0.37691134555482
"tx.2527","ADAT2_1",TRUE,FALSE,FALSE,FALSE,"ADAT2_1",3,0.0491861390779308,0.37691134555482
"tx.49851","POTEM_1",FALSE,FALSE,FALSE,FALSE,"POTEM_1",2,0.0492068243162156,0.37691134555482
"XM_047444136.1","LOC124906253",FALSE,FALSE,FALSE,FALSE,"LOC124906253",3,0.0492271353687516,0.37691134555482
"tx.264521","gene.8343",FALSE,FALSE,FALSE,FALSE,"gene.8343",2,0.049229926728096,0.37691134555482
"tx.25397","ANP32A-IT1_1",FALSE,FALSE,FALSE,FALSE,"ANP32A-IT1_1",3,0.0492328161527966,0.37691134555482
"NM_002629.4","PGAM1_1",FALSE,FALSE,FALSE,FALSE,"PGAM1_1",2,0.0492807968607604,0.37691134555482
"NR_134296.1","BRD9_1",FALSE,FALSE,FALSE,FALSE,"BRD9_1",2,0.0493049794194118,0.37691134555482
"tx.303914","CPD_1",FALSE,FALSE,FALSE,FALSE,"CPD_1",3,0.0493210826612158,0.37691134555482
"tx.140375","EHD4_1",FALSE,FALSE,FALSE,FALSE,"EHD4_1",2,0.0493557360286838,0.37691134555482
"NM_001173456.2","PDHA1_1",FALSE,FALSE,FALSE,FALSE,"PDHA1_1",2,0.0493649734470442,0.37691134555482
"tx.23622","LOC100507412_2",FALSE,FALSE,FALSE,FALSE,"LOC100507412_2",2,0.0493917344805699,0.37691134555482
"XR_007085671.1","LOC124903520_1",FALSE,FALSE,FALSE,FALSE,"LOC124903520_1",3,0.0494837727550078,0.377348517097352
"tx.35394","ZNF449_1",FALSE,FALSE,FALSE,FALSE,"ZNF449_1",3,0.0497275702244348,0.378941533380447
"tx.85456","NELFB_1",FALSE,FALSE,FALSE,FALSE,"NELFB_1",3,0.0499459312651112,0.380158562074787
"tx.111776","RHBDF1_1",FALSE,FALSE,FALSE,FALSE,"RHBDF1_1",2,0.0499807934077309,0.380158562074787
"tx.21157","RIC3_1",FALSE,FALSE,FALSE,FALSE,"RIC3_1",2,0.0500145273047542,0.380158562074787
"XR_007077604.1","LOC107986707_1",FALSE,FALSE,FALSE,FALSE,"LOC107986707_1",4,0.0500622327127787,0.380158562074787
"tx.62507","gene.3675",FALSE,FALSE,FALSE,FALSE,"gene.3675",2,0.0500659393984135,0.380158562074787
"NM_001322375.2","CEBPZOS_1",FALSE,FALSE,FALSE,FALSE,"CEBPZOS_1",3,0.0501141097555917,0.380158562074787
"tx.74492","FBXO46_1",FALSE,FALSE,FALSE,FALSE,"FBXO46_1",7,0.0501323382347449,0.380158562074787
"tx.645","ZNF124_1",FALSE,FALSE,FALSE,FALSE,"ZNF124_1",6,0.0501673678305037,0.380158721054738
"tx.32051","FOXRED2_1",FALSE,FALSE,FALSE,FALSE,"FOXRED2_1",3,0.0502076469178054,0.380198631715794
"tx.322920","DYRK1A_1",FALSE,FALSE,FALSE,FALSE,"DYRK1A_1",6,0.0502787092161473,0.38031999064204
"NR_156494.2","QDPR_1",FALSE,FALSE,FALSE,FALSE,"QDPR_1",2,0.050293720099638,0.38031999064204
"tx.95180","PRODH_1",FALSE,FALSE,FALSE,FALSE,"PRODH_1",2,0.0503610271800735,0.380563948607111
"NM_004270.5","MED7_1",FALSE,FALSE,FALSE,FALSE,"MED7_1",2,0.0504997539799346,0.381346890450703
"tx.262195","VCL_1",FALSE,FALSE,FALSE,FALSE,"VCL_1",4,0.050572689529899,0.381400811848849
"tx.87932","gene.9731",FALSE,FALSE,FALSE,FALSE,"gene.9731",2,0.0505771405343349,0.381400811848849
"tx.186786","NPAS2_1",FALSE,FALSE,FALSE,FALSE,"NPAS2_1",2,0.0507606319701394,0.382136347083064
"tx.171551","PATJ_1",FALSE,FALSE,FALSE,FALSE,"PATJ_1",5,0.0507985090957627,0.382136347083064
"NM_148179.3","RPP25L_1",FALSE,FALSE,FALSE,FALSE,"RPP25L_1",2,0.0507999980866447,0.382136347083064
"XR_007091076.1","LOC124908547",FALSE,FALSE,FALSE,FALSE,"LOC124908547",6,0.0508762417593438,0.382136347083064
"tx.64589","MAPK14_1",FALSE,FALSE,FALSE,FALSE,"MAPK14_1",5,0.0508820202405498,0.382136347083064
"tx.214851","CDH10_1",FALSE,FALSE,FALSE,FALSE,"CDH10_1",4,0.0508939846861473,0.382136347083064
"tx.254479","LOC389765_1",FALSE,FALSE,FALSE,FALSE,"LOC389765_1",6,0.0510343289087738,0.382136347083064
"tx.303122","COX10_1",FALSE,FALSE,FALSE,FALSE,"COX10_1",3,0.0510481888277922,0.382136347083064
"tx.47004","CNNM1_1",FALSE,FALSE,FALSE,FALSE,"CNNM1_1",3,0.0510486836658679,0.382136347083064
"NM_024638.4","QTRT2_1",FALSE,FALSE,FALSE,FALSE,"QTRT2_1",2,0.0510927903105076,0.382136347083064
"tx.55384","MIA-RAB4B_1",FALSE,FALSE,FALSE,FALSE,"MIA-RAB4B_1",2,0.0511267403198887,0.382136347083064
"tx.62297","EXOG_1",FALSE,FALSE,FALSE,FALSE,"EXOG_1",3,0.0511303002223137,0.382136347083064
