"","qry_gene_id","isMinorIntron","isMinorIR","isMinorAS","isIrFinder","GeneID","NExons","P.Value","FDR"
"216638","NCBP1_1",TRUE,FALSE,FALSE,FALSE,"NCBP1_1",4,0.170402815170569,0.70080327351455
"191534","TTI2_1",FALSE,FALSE,FALSE,FALSE,"TTI2_1",3,0.170405117702839,0.70080327351455
"106149","NUP54_1",FALSE,FALSE,FALSE,FALSE,"NUP54_1",8,0.170432702150328,0.70080327351455
"42051","ITSN2_1",FALSE,FALSE,FALSE,FALSE,"ITSN2_1",7,0.170451091782494,0.70080327351455
"292433","gene.9857",FALSE,FALSE,FALSE,FALSE,"gene.9857",4,0.170484786394375,0.70080327351455
"77511","ZBTB47-AS1_1",FALSE,FALSE,FALSE,FALSE,"ZBTB47-AS1_1",2,0.170532905638441,0.70080327351455
"95982","gene.48915",FALSE,FALSE,FALSE,FALSE,"gene.48915",2,0.170541590471894,0.70080327351455
"336316","LOC124907829",FALSE,FALSE,FALSE,FALSE,"LOC124907829",12,0.170634557307686,0.701022650075718
"160673","gene.5970",FALSE,FALSE,FALSE,FALSE,"gene.5970",4,0.170694671793765,0.701090404537166
"416723","LOC124905046_1",FALSE,FALSE,FALSE,FALSE,"LOC124905046_1",2,0.170730219342149,0.701090404537166
"164009","EIF2AK1_1",FALSE,FALSE,FALSE,FALSE,"EIF2AK1_1",2,0.170813386870029,0.701254489390257
"9253","FHL3_1",FALSE,FALSE,FALSE,FALSE,"FHL3_1",2,0.170877958906558,0.701254489390257
"52969","ANKRD36C_1",FALSE,FALSE,FALSE,FALSE,"ANKRD36C_1",5,0.170888960318918,0.701254489390257
"169078","YKT6_1",FALSE,FALSE,FALSE,FALSE,"YKT6_1",4,0.171060678108734,0.701710139966595
"242692","CASC2_1",FALSE,FALSE,FALSE,FALSE,"CASC2_1",2,0.171167180141349,0.701710139966595
"240256","MRPL43_1",FALSE,FALSE,FALSE,FALSE,"MRPL43_1",6,0.171239413899203,0.701710139966595
"237425","gene.23994",FALSE,FALSE,FALSE,FALSE,"gene.23994",4,0.171254640570558,0.701710139966595
"342845","CTCF_1",FALSE,FALSE,FALSE,FALSE,"CTCF_1",5,0.171260184218415,0.701710139966595
"406283","EPB41L1-AS1_1",FALSE,FALSE,FALSE,FALSE,"EPB41L1-AS1_1",2,0.171264035614914,0.701710139966595
"77578","SNRK_1",FALSE,FALSE,FALSE,FALSE,"SNRK_1",3,0.171277338099237,0.701710139966595
"96696","gene.18798",FALSE,FALSE,FALSE,FALSE,"gene.18798",5,0.171372142847554,0.701936175294412
"171388","gene.21500",FALSE,FALSE,FALSE,FALSE,"gene.21500",2,0.171416012334217,0.701946283627171
"272563","SLC38A1_1",FALSE,FALSE,FALSE,FALSE,"SLC38A1_1",7,0.171516156839491,0.701946283627171
"217212","BAAT_2",FALSE,FALSE,FALSE,FALSE,"BAAT_2",3,0.171642291367232,0.701946283627171
"31423","gene.46979",FALSE,FALSE,FALSE,FALSE,"gene.46979",2,0.171723993732893,0.701946283627171
"261739","PDGFD_1",FALSE,FALSE,FALSE,FALSE,"PDGFD_1",6,0.171748158337946,0.701946283627171
"425024","KIAA0930_1",FALSE,FALSE,FALSE,FALSE,"KIAA0930_1",3,0.171754020395866,0.701946283627171
"104474","AASDH_1",FALSE,FALSE,FALSE,FALSE,"AASDH_1",9,0.171762573678178,0.701946283627171
"129827","TNFAIP8_1",FALSE,FALSE,FALSE,FALSE,"TNFAIP8_1",5,0.171765608838858,0.701946283627171
"159951","gene.21080",FALSE,FALSE,FALSE,FALSE,"gene.21080",2,0.171794113140953,0.701946283627171
"263595","gene.53870",FALSE,FALSE,FALSE,FALSE,"gene.53870",2,0.171802918602703,0.701946283627171
"135388","gene.20268",FALSE,FALSE,FALSE,FALSE,"gene.20268",5,0.171810995905965,0.701946283627171
"361380","LOC101927060_1",FALSE,FALSE,FALSE,FALSE,"LOC101927060_1",15,0.171891412933587,0.701946283627171
"229148","SVIL_1",FALSE,FALSE,FALSE,FALSE,"SVIL_1",6,0.171911786536992,0.701946283627171
"213252","gene.7477",FALSE,FALSE,FALSE,FALSE,"gene.7477",3,0.171929477633937,0.701946283627171
"26335","HSD17B7_1",FALSE,FALSE,FALSE,FALSE,"HSD17B7_1",2,0.172028096805577,0.701981404048895
"198758","POP1_1",FALSE,FALSE,FALSE,FALSE,"POP1_1",2,0.172066225015652,0.701981404048895
"310042","gene.41454",FALSE,FALSE,FALSE,FALSE,"gene.41454",2,0.172094487113033,0.701981404048895
"334520","MYH11_2",TRUE,FALSE,FALSE,FALSE,"MYH11_2",4,0.172115071279291,0.701981404048895
"111046","gene.19208",TRUE,FALSE,FALSE,FALSE,"gene.19208",4,0.172190344498978,0.701981404048895
"403242","SNORD17_1",FALSE,FALSE,FALSE,FALSE,"SNORD17_1",7,0.172208509194907,0.701981404048895
"161833","MPC1_1",FALSE,FALSE,FALSE,FALSE,"MPC1_1",2,0.172215527107021,0.701981404048895
"192829","gene.6855",FALSE,FALSE,FALSE,FALSE,"gene.6855",5,0.172346545335047,0.702162401445499
"4670","gene.15447",TRUE,FALSE,FALSE,FALSE,"gene.15447",2,0.172358500204027,0.702162401445499
"129230","gene.5108",FALSE,FALSE,FALSE,FALSE,"gene.5108",2,0.172403340679484,0.702162401445499
"172062","AUTS2_1",FALSE,FALSE,FALSE,FALSE,"AUTS2_1",3,0.172418513008101,0.702162401445499
"30932","gene.33251",FALSE,FALSE,FALSE,FALSE,"gene.33251",2,0.172680149180988,0.70282617180608
"375805","gene.12667",FALSE,FALSE,FALSE,FALSE,"gene.12667",6,0.172692971255807,0.70282617180608
"26449","gene.2062",FALSE,FALSE,FALSE,FALSE,"gene.2062",2,0.172761554903931,0.70282617180608
"84127","LOC105379426_1",FALSE,FALSE,FALSE,FALSE,"LOC105379426_1",2,0.172764402975445,0.70282617180608
"148337","TAF8_1",FALSE,FALSE,FALSE,FALSE,"TAF8_1",6,0.172802883240843,0.70282617180608
"428797","RPS6KA3_1",FALSE,FALSE,FALSE,FALSE,"RPS6KA3_1",2,0.172819602406159,0.70282617180608
"350082","ALOX12P2_1",FALSE,FALSE,FALSE,FALSE,"ALOX12P2_1",2,0.172899854959011,0.702991122860201
"275155","HOXC5_1",FALSE,FALSE,FALSE,FALSE,"HOXC5_1",2,0.172944422662853,0.703010940964378
"199351","ZNNT1_1",FALSE,FALSE,FALSE,FALSE,"ZNNT1_1",2,0.173122384789752,0.703572867602407
"168268","gene.37205",FALSE,FALSE,FALSE,FALSE,"gene.37205",2,0.173190070317332,0.703686472904396
"247515","gene.8506",FALSE,FALSE,FALSE,FALSE,"gene.8506",3,0.173327948923599,0.703991792201733
"329053","gene.10898",FALSE,FALSE,FALSE,FALSE,"gene.10898",3,0.173344712652688,0.703991792201733
"422018","TOM1_1",FALSE,FALSE,FALSE,FALSE,"TOM1_1",4,0.17349932083123,0.70420465135979
"264311","LOC124902828_1",FALSE,FALSE,FALSE,FALSE,"LOC124902828_1",2,0.173505005895269,0.70420465135979
"98164","gene.35256",FALSE,FALSE,FALSE,FALSE,"gene.35256",3,0.173516407799341,0.70420465135979
"43846","gene.61161",FALSE,FALSE,FALSE,FALSE,"gene.61161",2,0.173680930737176,0.704580961870801
"109400","CFI_1",FALSE,FALSE,FALSE,FALSE,"CFI_1",5,0.173801978095859,0.704580961870801
"150595","gene.20783",FALSE,FALSE,FALSE,FALSE,"gene.20783",5,0.173804602022315,0.704580961870801
"222219","gene.23432",FALSE,FALSE,FALSE,FALSE,"gene.23432",2,0.173811350022902,0.704580961870801
"222885","gene.7767",FALSE,FALSE,FALSE,FALSE,"gene.7767",4,0.173842256215541,0.704580961870801
"63668","gene.34248",FALSE,FALSE,FALSE,FALSE,"gene.34248",2,0.173916972625294,0.704580961870801
"241646","LOC105378482_1",FALSE,FALSE,FALSE,FALSE,"LOC105378482_1",3,0.174005372484497,0.704580961870801
"5363","E2F2_2",TRUE,FALSE,FALSE,FALSE,"E2F2_2",4,0.174054460681746,0.704580961870801
"138416","HRH2_1",FALSE,FALSE,FALSE,FALSE,"HRH2_1",2,0.174087192285873,0.704580961870801
"407274","gene.44615",FALSE,FALSE,FALSE,FALSE,"gene.44615",3,0.174099045484645,0.704580961870801
"389","CDK11B_1",FALSE,FALSE,FALSE,FALSE,"CDK11B_1",6,0.174104793222349,0.704580961870801
"285209","gene.25774",FALSE,FALSE,FALSE,FALSE,"gene.25774",3,0.174168110243385,0.704580961870801
"271157","DENND5B_1",FALSE,FALSE,FALSE,FALSE,"DENND5B_1",13,0.174173946368436,0.704580961870801
"316146","gene.10457",FALSE,FALSE,FALSE,FALSE,"gene.10457",13,0.174201775321564,0.704580961870801
"273270","ARF3_1",FALSE,FALSE,FALSE,FALSE,"ARF3_1",5,0.174454081678902,0.704580961870801
"39788","EIPR1_1",FALSE,FALSE,FALSE,FALSE,"EIPR1_1",5,0.174518366256638,0.704580961870801
"122695","gene.4712",TRUE,FALSE,FALSE,FALSE,"gene.4712",2,0.174535744638806,0.704580961870801
"348617","gene.56479",FALSE,FALSE,FALSE,FALSE,"gene.56479",2,0.174570846895225,0.704580961870801
"236863","LINC02679_1",FALSE,FALSE,FALSE,FALSE,"LINC02679_1",2,0.174637205115025,0.704580961870801
"59999","CD302_1",FALSE,FALSE,FALSE,FALSE,"CD302_1",3,0.174649880523672,0.704580961870801
"378094","gene.29656",TRUE,FALSE,FALSE,FALSE,"gene.29656",2,0.174657925862047,0.704580961870801
"149925","FBXO9_1",FALSE,FALSE,FALSE,FALSE,"FBXO9_1",4,0.17466383760852,0.704580961870801
"31238","SHISA4_1",FALSE,FALSE,FALSE,FALSE,"SHISA4_1",2,0.174686978609995,0.704580961870801
"294487","gene.9912",FALSE,FALSE,FALSE,FALSE,"gene.9912",2,0.174752698818762,0.704580961870801
"401187","gene.71805",FALSE,FALSE,FALSE,FALSE,"gene.71805",3,0.174781819377298,0.704580961870801
"346708","GSE1_2",FALSE,FALSE,FALSE,FALSE,"GSE1_2",6,0.174795035083842,0.704580961870801
"382499","gene.84898",TRUE,FALSE,FALSE,FALSE,"gene.84898",2,0.174800975690581,0.704580961870801
"266067","gene.81308",FALSE,FALSE,FALSE,FALSE,"gene.81308",2,0.174831972759422,0.704580961870801
"285519","gene.9699",FALSE,FALSE,FALSE,FALSE,"gene.9699",2,0.174857431798023,0.704580961870801
"67802","STK36_1",FALSE,FALSE,FALSE,FALSE,"STK36_1",2,0.17489436525193,0.704580961870801
"31141","gene.2203",FALSE,FALSE,FALSE,FALSE,"gene.2203",2,0.174929156705147,0.704580961870801
"423214","LOC124905117_1",FALSE,FALSE,FALSE,FALSE,"LOC124905117_1",2,0.174936504175383,0.704580961870801
"168467","LINC00265_1",FALSE,FALSE,FALSE,FALSE,"LINC00265_1",2,0.174973119178663,0.704580961870801
"29486","EDEM3_1",FALSE,FALSE,FALSE,FALSE,"EDEM3_1",2,0.174997270124108,0.704580961870801
"167129","GGCT_1",FALSE,FALSE,FALSE,FALSE,"GGCT_1",5,0.175001504786271,0.704580961870801
"44062","gene.47383",FALSE,FALSE,FALSE,FALSE,"gene.47383",2,0.175044061172442,0.704592128960255
"246279","LINC02749_1",FALSE,FALSE,FALSE,FALSE,"LINC02749_1",2,0.175109765934192,0.704696447275729
"306073","FUT8_1",FALSE,FALSE,FALSE,FALSE,"FUT8_1",8,0.175267644798106,0.705171571335589
"420842","MTMR3_1",FALSE,FALSE,FALSE,FALSE,"MTMR3_1",3,0.175350104079026,0.705273682887398
"48911","gene.17122",FALSE,FALSE,FALSE,FALSE,"gene.17122",2,0.175372666672469,0.705273682887398
"265604","SNX19_1",FALSE,FALSE,FALSE,FALSE,"SNX19_1",5,0.175719073775843,0.706187811973738
"437400","LONRF3_1",FALSE,FALSE,FALSE,FALSE,"LONRF3_1",2,0.175729816182585,0.706187811973738
"146189","DXO_6",FALSE,FALSE,FALSE,FALSE,"DXO_6",5,0.175739995910998,0.706187811973738
"91887","gene.18620",FALSE,FALSE,FALSE,FALSE,"gene.18620",3,0.175759464467294,0.706187811973738
"355348","SMURF2P1-LRRC37BP1_1",FALSE,FALSE,FALSE,FALSE,"SMURF2P1-LRRC37BP1_1",14,0.175807816184748,0.706221871727845
"357183","LOC105371754_2",FALSE,FALSE,FALSE,FALSE,"LOC105371754_2",2,0.175920072649438,0.706415025123481
"428901","MBTPS2_1",TRUE,FALSE,FALSE,FALSE,"MBTPS2_1",2,0.17593567138048,0.706415025123481
"142672","gene.5509",FALSE,FALSE,FALSE,FALSE,"gene.5509",2,0.176052856111294,0.706429666249988
"131729","CDKL3_1",FALSE,FALSE,FALSE,FALSE,"CDKL3_1",9,0.176100502768594,0.706429666249988
"10702","ATP6V0B_1",FALSE,FALSE,FALSE,FALSE,"ATP6V0B_1",3,0.176134535280211,0.706429666249988
"301934","PRORP_1",FALSE,FALSE,FALSE,FALSE,"PRORP_1",8,0.176159412433417,0.706429666249988
"13449","PRKAA2_1",FALSE,FALSE,FALSE,FALSE,"PRKAA2_1",2,0.176187341613824,0.706429666249988
"85764","NECTIN3_1",FALSE,FALSE,FALSE,FALSE,"NECTIN3_1",5,0.176199036558673,0.706429666249988
"140099","LOC124906539",FALSE,FALSE,FALSE,FALSE,"LOC124906539",2,0.176256479111511,0.706429666249988
"343684","NOB1_1",FALSE,FALSE,FALSE,FALSE,"NOB1_1",3,0.176295521964077,0.706429666249988
"416419","POFUT2_1",FALSE,FALSE,FALSE,FALSE,"POFUT2_1",2,0.17629829624668,0.706429666249988
"42269","EFR3B_1",FALSE,FALSE,FALSE,FALSE,"EFR3B_1",2,0.176448475076837,0.706652263307895
"130434","LMNB1_1",FALSE,FALSE,FALSE,FALSE,"LMNB1_1",5,0.176465791699229,0.706652263307895
"144021","BTN2A1_2",FALSE,FALSE,FALSE,FALSE,"BTN2A1_2",6,0.176483056044524,0.706652263307895
"166043","SNORD65C_1",FALSE,FALSE,FALSE,FALSE,"SNORD65C_1",5,0.176513444349508,0.706652263307895
"320352","LOC105370820_1",FALSE,FALSE,FALSE,FALSE,"LOC105370820_1",4,0.176563708297991,0.706693748625022
"303397","gene.26360",FALSE,FALSE,FALSE,FALSE,"gene.26360",2,0.176640195136291,0.70669433564987
"239993","gene.66894",FALSE,FALSE,FALSE,FALSE,"gene.66894",2,0.176643657835355,0.70669433564987
"235151","DNAJB12_1",FALSE,FALSE,FALSE,FALSE,"DNAJB12_1",4,0.176749078709199,0.706956398604025
"423385","CBX7_1",FALSE,FALSE,FALSE,FALSE,"CBX7_1",3,0.176802657296997,0.707011032600387
"33960","gene.2299",FALSE,FALSE,FALSE,FALSE,"gene.2299",2,0.17696661988977,0.707460333423803
"165350","LOC105375170_1",FALSE,FALSE,FALSE,FALSE,"LOC105375170_1",8,0.176994903585392,0.707460333423803
"103805","OCIAD1_1",FALSE,FALSE,FALSE,FALSE,"OCIAD1_1",5,0.177062746874784,0.707571820825652
"131401","gene.5161",FALSE,FALSE,FALSE,FALSE,"gene.5161",2,0.17713976787639,0.70757530424839
"356568","MMP28_2",FALSE,FALSE,FALSE,FALSE,"MMP28_2",2,0.177181020954898,0.70757530424839
"121793","LOC101928419_1",FALSE,FALSE,FALSE,FALSE,"LOC101928419_1",2,0.177183472098786,0.70757530424839
"121990","gene.19528",FALSE,FALSE,FALSE,FALSE,"gene.19528",2,0.177283580457732,0.707815485456919
"55207","BCL2L11_1",FALSE,FALSE,FALSE,FALSE,"BCL2L11_1",6,0.177338786224731,0.707876322476044
"46243","gene.2678",FALSE,FALSE,FALSE,FALSE,"gene.2678",6,0.1774691287278,0.707885635159127
"135065","TCOF1_1",FALSE,FALSE,FALSE,FALSE,"TCOF1_1",7,0.177496259698245,0.707885635159127
"187447","MTMR9_2",FALSE,FALSE,FALSE,FALSE,"MTMR9_2",2,0.177497986710194,0.707885635159127
"208481","SMIM27_1",FALSE,FALSE,FALSE,FALSE,"SMIM27_1",3,0.177541641650768,0.707885635159127
"76698","PLCD1_1",TRUE,FALSE,FALSE,FALSE,"PLCD1_1",2,0.177556598065468,0.707885635159127
"49813","gene.47596",FALSE,FALSE,FALSE,FALSE,"gene.47596",2,0.177592710299761,0.707885635159127
"121351","NDUFS4_1",FALSE,FALSE,FALSE,FALSE,"NDUFS4_1",3,0.17762090015511,0.707885635159127
"155523","FAM229B_1",FALSE,FALSE,FALSE,FALSE,"FAM229B_1",2,0.177750495189344,0.708183593620805
"287320","MTRFR_1",FALSE,FALSE,FALSE,FALSE,"MTRFR_1",4,0.177821505690196,0.708183593620805
"324481","gene.82958",FALSE,FALSE,FALSE,FALSE,"gene.82958",2,0.177874496979817,0.708183593620805
"222727","FUBP3_1",FALSE,FALSE,FALSE,FALSE,"FUBP3_1",6,0.177928185792424,0.708183593620805
"176442","gene.51155",FALSE,FALSE,FALSE,FALSE,"gene.51155",2,0.177958963561207,0.708183593620805
"314152","LOC100233156_1",FALSE,FALSE,FALSE,FALSE,"LOC100233156_1",4,0.177975342599605,0.708183593620805
"327547","gene.10828",FALSE,FALSE,FALSE,FALSE,"gene.10828",6,0.177975561809395,0.708183593620805
"223026","gene.7769",FALSE,FALSE,FALSE,FALSE,"gene.7769",2,0.178029108823516,0.708237544109007
"322959","DENND4A_1",FALSE,FALSE,FALSE,FALSE,"DENND4A_1",11,0.178075797613671,0.708264193023966
"413617","LOC107985486_1",FALSE,FALSE,FALSE,FALSE,"LOC107985486_1",3,0.178134374927076,0.708338103801849
"177677","AGFG2_1",FALSE,FALSE,FALSE,FALSE,"AGFG2_1",2,0.178273234353413,0.708731145596698
"68540","gene.48109",FALSE,FALSE,FALSE,FALSE,"gene.48109",4,0.178322100581146,0.708766320330491
"226623","LOC107984209_1",FALSE,FALSE,FALSE,FALSE,"LOC107984209_1",4,0.178516548985024,0.709379986330213
"24961","LOC124905740",FALSE,FALSE,FALSE,FALSE,"LOC124905740",2,0.178613084325393,0.709456447976862
"363001","gene.1174",FALSE,FALSE,FALSE,FALSE,"gene.1174",5,0.178634668139046,0.709456447976862
"16134","SAMD13_1",FALSE,FALSE,FALSE,FALSE,"SAMD13_1",2,0.178680410464012,0.709456447976862
"311577","gene.26678",FALSE,FALSE,FALSE,FALSE,"gene.26678",3,0.17877559046515,0.709456447976862
"121060","NNT-AS1_1",FALSE,FALSE,FALSE,FALSE,"NNT-AS1_1",4,0.178809820771326,0.709456447976862
"35781","ZNF678_1",FALSE,FALSE,FALSE,FALSE,"ZNF678_1",7,0.178827721823081,0.709456447976862
"148067","UNC5CL_1",FALSE,FALSE,FALSE,FALSE,"UNC5CL_1",2,0.178851542112685,0.709456447976862
"357597","LASP1_1",FALSE,FALSE,FALSE,FALSE,"LASP1_1",2,0.178856249800502,0.709456447976862
"236599","gene.80437",FALSE,FALSE,FALSE,FALSE,"gene.80437",2,0.178940517012277,0.709631772683482
"359873","TMEM101_1",FALSE,FALSE,FALSE,FALSE,"TMEM101_1",2,0.179041683450381,0.70977681839273
"193541","gene.643",FALSE,FALSE,FALSE,FALSE,"gene.643",2,0.17909788609644,0.70977681839273
"108653","gene.19162",FALSE,FALSE,FALSE,FALSE,"gene.19162",2,0.179221502730324,0.70977681839273
"40273","gene.2458",FALSE,FALSE,FALSE,FALSE,"gene.2458",2,0.179226392411379,0.70977681839273
"430119","MED14_1",TRUE,FALSE,FALSE,FALSE,"MED14_1",2,0.179264556066366,0.70977681839273
"53617","gene.33968",FALSE,FALSE,FALSE,FALSE,"gene.33968",2,0.179274181379913,0.70977681839273
"309773","LOC101928817_1",FALSE,FALSE,FALSE,FALSE,"LOC101928817_1",2,0.179322585048843,0.70977681839273
"418833","PPM1F_1",FALSE,FALSE,FALSE,FALSE,"PPM1F_1",12,0.179403645489154,0.70977681839273
"205010","gene.22683",FALSE,FALSE,FALSE,FALSE,"gene.22683",2,0.179415696557557,0.70977681839273
"25538","SUMO1P3_1",FALSE,FALSE,FALSE,FALSE,"SUMO1P3_1",3,0.179438487419089,0.70977681839273
"421627","YWHAH_1",FALSE,FALSE,FALSE,FALSE,"YWHAH_1",2,0.179441643051403,0.70977681839273
"288479","EP400_1",FALSE,FALSE,FALSE,FALSE,"EP400_1",4,0.17947858140819,0.70977681839273
"63423","gene.3160",FALSE,FALSE,FALSE,FALSE,"gene.3160",2,0.179498072925359,0.70977681839273
"371249","SMCHD1_1",FALSE,FALSE,FALSE,FALSE,"SMCHD1_1",2,0.179594792408996,0.709976202564219
"365547","POLG2_1",FALSE,FALSE,FALSE,FALSE,"POLG2_1",5,0.179628669397,0.709976202564219
"101363","PACRGL_1",FALSE,FALSE,FALSE,FALSE,"PACRGL_1",5,0.179754426319482,0.710314735507441
"270418","gene.54050",FALSE,FALSE,FALSE,FALSE,"gene.54050",2,0.179909084269897,0.710698166671018
"374794","gene.29562",FALSE,FALSE,FALSE,FALSE,"gene.29562",4,0.179949000655079,0.710698166671018
"40670","gene.2481",FALSE,FALSE,FALSE,FALSE,"gene.2481",2,0.179971841088562,0.710698166671018
"213657","gene.7484",FALSE,FALSE,FALSE,FALSE,"gene.7484",2,0.180162857561293,0.710960307404569
"70797","PER2_1",FALSE,FALSE,FALSE,FALSE,"PER2_1",4,0.180175150538751,0.710960307404569
"91508","WWTR1-AS1_1",FALSE,FALSE,FALSE,FALSE,"WWTR1-AS1_1",13,0.180178247236573,0.710960307404569
"205865","RANBP6_1",FALSE,FALSE,FALSE,FALSE,"RANBP6_1",4,0.18019879283717,0.710960307404569
"43078","NRBP1_1",FALSE,FALSE,FALSE,FALSE,"NRBP1_1",4,0.180260449339571,0.710979316139908
"310530","RIN3_1",FALSE,FALSE,FALSE,FALSE,"RIN3_1",4,0.180290071769045,0.710979316139908
"240052","ERLIN1_1",FALSE,FALSE,FALSE,FALSE,"ERLIN1_1",10,0.180324040884222,0.710979316139908
"33401","gene.2283",FALSE,FALSE,FALSE,FALSE,"gene.2283",5,0.180485589456635,0.711125184666781
"282433","TXNRD1_1",FALSE,FALSE,FALSE,FALSE,"TXNRD1_1",8,0.180505219901856,0.711125184666781
"337810","BOLA2_1",FALSE,FALSE,FALSE,FALSE,"BOLA2_1",3,0.18051417131298,0.711125184666781
"370654","WDR45B_1",FALSE,FALSE,FALSE,FALSE,"WDR45B_1",2,0.180555040008532,0.711125184666781
"345915","GCSH_2",FALSE,FALSE,FALSE,FALSE,"GCSH_2",4,0.180561795237226,0.711125184666781
"355446","TEFM_1",FALSE,FALSE,FALSE,FALSE,"TEFM_1",2,0.180780383242891,0.711827782929043
"137229","gene.91420",FALSE,FALSE,FALSE,FALSE,"gene.91420",2,0.180878822908547,0.711997581695266
"172757","BUD23_1",FALSE,FALSE,FALSE,FALSE,"BUD23_1",4,0.180903908171684,0.711997581695266
"240888","WBP1L_1",FALSE,FALSE,FALSE,FALSE,"WBP1L_1",8,0.181170214552769,0.712820801808065
"241300","gene.766",FALSE,FALSE,FALSE,FALSE,"gene.766",2,0.181193566130648,0.712820801808065
"163850","RNF216-IT1_1",FALSE,FALSE,FALSE,FALSE,"RNF216-IT1_1",5,0.181239388814937,0.712842730468876
"224525","NSMF_1",FALSE,FALSE,FALSE,FALSE,"NSMF_1",3,0.18132077218105,0.71294123137025
"197635","RIPK2_1",FALSE,FALSE,FALSE,FALSE,"RIPK2_1",2,0.18134494084597,0.71294123137025
"295525","CLN5_1",FALSE,FALSE,FALSE,FALSE,"CLN5_1",2,0.18145398941754,0.713113366150162
"366178","gene.84445",FALSE,FALSE,FALSE,FALSE,"gene.84445",2,0.18146925307655,0.713113366150162
"305377","HIF1A-AS2_1",FALSE,FALSE,FALSE,FALSE,"HIF1A-AS2_1",12,0.181606427747202,0.713466447241135
"370342","MILIP_1",FALSE,FALSE,FALSE,FALSE,"MILIP_1",4,0.181666979410485,0.713466447241135
"202235","CYRIB_1",FALSE,FALSE,FALSE,FALSE,"CYRIB_1",18,0.181679954664193,0.713466447241135
"234528","gene.80354",FALSE,FALSE,FALSE,FALSE,"gene.80354",3,0.181769797271562,0.713503705291475
"187911","gene.6706",FALSE,FALSE,FALSE,FALSE,"gene.6706",5,0.181777282136777,0.713503705291475
"14879","gene.87463",FALSE,FALSE,FALSE,FALSE,"gene.87463",2,0.181832358801542,0.713503705291475
"417638","BCL2L13_1",FALSE,FALSE,FALSE,FALSE,"BCL2L13_1",11,0.181850585832856,0.713503705291475
"47530","PPP4R3B_1",FALSE,FALSE,FALSE,FALSE,"PPP4R3B_1",4,0.181944102385167,0.713530905171003
"28196","gene.33153",FALSE,FALSE,FALSE,FALSE,"gene.33153",2,0.181992128442787,0.713530905171003
"151956","SH3BGRL2_1",FALSE,FALSE,FALSE,FALSE,"SH3BGRL2_1",4,0.181999018245124,0.713530905171003
"422455","KCTD17_1",FALSE,FALSE,FALSE,FALSE,"KCTD17_1",6,0.182063545285226,0.713530905171003
"47256","SPTBN1_1",FALSE,FALSE,FALSE,FALSE,"SPTBN1_1",2,0.18207736015411,0.713530905171003
"4501","PINK1_1",FALSE,FALSE,FALSE,FALSE,"PINK1_1",2,0.182104890322783,0.713530905171003
"312341","gene.97225",FALSE,FALSE,FALSE,FALSE,"gene.97225",2,0.182178779301688,0.713530905171003
"406296","LOC124904892_1",FALSE,FALSE,FALSE,FALSE,"LOC124904892_1",2,0.182179817807197,0.713530905171003
"238305","gene.759",FALSE,FALSE,FALSE,FALSE,"gene.759",3,0.182225441153,0.713538493588169
"141784","SMIM13_1",FALSE,FALSE,FALSE,FALSE,"SMIM13_1",3,0.1824046721126,0.713538493588169
"54187","TMEM182_1",FALSE,FALSE,FALSE,FALSE,"TMEM182_1",3,0.182406122013758,0.713538493588169
"362657","PPP1R9B_1",FALSE,FALSE,FALSE,FALSE,"PPP1R9B_1",2,0.182427213828577,0.713538493588169
"290114","gene.9812",FALSE,FALSE,FALSE,FALSE,"gene.9812",2,0.182437059942934,0.713538493588169
"299282","EGILA_1",FALSE,FALSE,FALSE,FALSE,"EGILA_1",2,0.182442817670813,0.713538493588169
"253521","gene.24621",FALSE,FALSE,FALSE,FALSE,"gene.24621",2,0.182463770394716,0.713538493588169
"361548","NPEPPS_1",FALSE,FALSE,FALSE,FALSE,"NPEPPS_1",3,0.182522691134068,0.71361134275397
"338263","ALDOA_1",FALSE,FALSE,FALSE,FALSE,"ALDOA_1",4,0.182635656469539,0.713684802147755
"406670","MROH8_2",FALSE,FALSE,FALSE,FALSE,"MROH8_2",5,0.182644809379952,0.713684802147755
"428406","gene.13990",FALSE,FALSE,FALSE,FALSE,"gene.13990",5,0.182703459293906,0.713684802147755
"136663","ZBED8_1",FALSE,FALSE,FALSE,FALSE,"ZBED8_1",3,0.182732186525444,0.713684802147755
"387889","gene.12942",FALSE,FALSE,FALSE,FALSE,"gene.12942",4,0.182742960744174,0.713684802147755
"354899","NUFIP2_1",FALSE,FALSE,FALSE,FALSE,"NUFIP2_1",6,0.182792184621354,0.713719660897003
"58651","ZEB2_1",FALSE,FALSE,FALSE,FALSE,"ZEB2_1",2,0.182865932179345,0.713816214186007
"355122","NSRP1_1",FALSE,FALSE,FALSE,FALSE,"NSRP1_1",2,0.18290331749259,0.713816214186007
"101855","gene.62837",FALSE,FALSE,FALSE,FALSE,"gene.62837",2,0.182997028234793,0.713816214186007
"256327","gene.8864",FALSE,FALSE,FALSE,FALSE,"gene.8864",2,0.183020755932626,0.713816214186007
"275327","SCAT2_1",FALSE,FALSE,FALSE,FALSE,"SCAT2_1",8,0.18305172053036,0.713816214186007
"358910","RAB5C_1",FALSE,FALSE,FALSE,FALSE,"RAB5C_1",3,0.183091634799647,0.713816214186007
"124456","ARHGEF28_1",FALSE,FALSE,FALSE,FALSE,"ARHGEF28_1",10,0.183186977067328,0.713816214186007
